Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2020,"Tyler O'Neill","STL",19,30,26,4,3,1,0,0,2,5,4,0,7,0,0,0,1,1,0,0.153846153,15711
2020,"Tyler Wade","NYY",15,26,23,1,0,0,0,1,2,2,0,0,9,1,1,1,1,0,0,0.04347826,15730
2020,"Jose Marmolejos","SEA",17,27,24,4,3,0,0,1,2,2,2,0,8,1,0,0,0,0,0,0.166666666,15767
2020,"Miguel Andujar","NYY",14,27,26,8,6,1,0,1,3,3,1,0,3,0,0,0,0,0,0,0.307692307,15878
2020,"Luis Torrens","2 Tms",16,32,29,6,3,2,0,1,3,2,3,0,7,0,0,0,0,0,0,0.206896551,15905
2020,"Aledmys Diaz","HOU",11,20,20,4,3,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0.2,15937
2020,"Austin Nola","2 Tms",25,58,52,10,6,2,1,1,4,4,5,1,11,1,0,0,0,0,0,0.192307692,15941
2020,"Travis Demeritte","DET",8,14,13,3,3,0,0,0,1,2,0,0,7,1,0,0,0,0,0,0.23076923,15958
2020,"Clint Frazier","NYY",19,38,33,9,5,2,0,2,6,6,3,0,9,2,0,0,3,1,0,0.272727272,15983
2020,"Willy Adames","TBR",31,53,47,15,6,7,0,2,11,7,6,0,17,0,0,0,2,1,0,0.319148936,15986
2020,"Cody Bellinger","LAD",41,83,74,16,11,2,0,3,11,8,9,0,19,0,0,0,0,1,0,0.216216216,15998
2020,"Austin Slater","SFG",23,49,38,12,7,1,0,4,11,6,11,0,5,0,0,0,0,3,0,0.315789473,16153
2020,"Kevin Cron","ARI",6,11,10,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,16211
2020,"J.D. Davis","NYM",40,83,68,16,9,5,0,2,11,4,13,1,17,2,0,0,2,0,0,0.235294117,16219
2020,"Trea Turner","WSN",29,64,56,21,11,4,2,4,18,12,8,0,8,0,0,0,1,3,1,0.375,16252
2020,"Oscar Mercado","CLE",22,30,28,3,1,1,0,1,2,2,0,0,8,0,1,1,0,0,0,0.107142857,16375
2020,"Michael Conforto","NYM",41,86,74,21,14,3,0,4,15,10,8,0,20,4,0,0,2,1,1,0.283783783,16376
2020,"Francisco Mejia","SDP",8,12,12,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0.083333333,16403
2020,"Jordan Luplow","CLE",24,43,37,10,6,3,0,1,2,4,4,0,7,1,1,0,2,0,1,0.27027027,16424
2020,"Thairo Estrada","NYY",13,21,21,6,5,0,0,1,5,2,0,0,7,0,0,0,0,0,0,0.285714285,16426
2020,"Christian Arroyo","BOS",9,19,19,3,2,0,0,1,2,3,0,0,6,0,0,0,1,0,0,0.157894736,16434
2020,"Ryan O'Hearn","KCR",8,12,12,4,2,2,0,0,1,2,0,0,4,0,0,0,0,0,0,0.333333333,16442
2020,"Jacob Nottingham","MIL",9,17,14,4,1,0,0,3,5,8,2,0,5,1,0,0,1,0,0,0.285714285,16448
2020,"Luis Guillorme","NYM",8,10,8,1,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0.125,16451
2020,"Rhys Hoskins","PHI",24,55,41,14,6,4,0,4,14,12,13,0,5,1,0,0,1,1,0,0.341463414,16472
2020,"Kyle Schwarber","CHC",35,61,53,10,8,0,0,2,3,4,6,0,22,2,0,0,1,0,0,0.188679245,16478
2020,"Matt Chapman","OAK",11,23,21,4,2,1,0,1,5,2,2,0,5,0,0,0,0,0,0,0.19047619,16505
2020,"Isiah Kiner-Falefa","TEX",32,66,59,22,18,2,1,1,12,7,6,0,8,0,1,0,0,1,1,0.372881355,16512
2020,"Ryan McBroom","KCR",21,32,30,8,3,1,0,4,5,6,2,0,12,0,0,0,1,0,0,0.266666666,16524
2020,"Mauricio Dubon","SFG",23,50,44,15,13,0,0,2,8,7,5,0,9,0,0,1,1,0,0,0.34090909,16530
2020,"Danny Jansen","TOR",28,48,39,4,2,1,0,1,4,6,5,0,12,1,1,2,0,0,0,0.102564102,16535
2020,"Shed Long Jr.","SEA",23,35,32,2,2,0,0,0,1,1,3,0,15,0,0,0,1,0,0,0.0625,16542
2020,"Ozzie Albies","ATL",15,29,28,6,5,1,0,0,5,3,1,0,7,0,0,0,0,1,0,0.214285714,16556
2020,"Yandy Diaz","TBR",24,45,34,9,7,2,0,0,2,3,11,1,7,0,0,0,1,0,0,0.264705882,16578
2020,"Luis Urias","MIL",20,37,34,9,6,2,1,0,5,1,2,0,10,1,0,0,4,1,2,0.264705882,16622
2020,"Jose Trevino","TEX",14,35,33,9,4,4,0,1,3,2,1,0,7,1,0,0,1,0,0,0.272727272,16725
2020,"Joshua Fuentes","COL",21,34,31,8,4,2,0,2,7,10,1,0,16,0,2,0,1,0,0,0.258064516,16885
2020,"Colin Moran","PIT",32,56,52,12,7,4,0,1,9,4,4,0,14,0,0,0,3,0,0,0.23076923,16909
2020,"Chadwick Tromp","SFG",14,28,28,9,6,1,0,2,8,5,0,0,7,0,0,0,3,0,0,0.321428571,16953
2020,"Gleyber Torres","NYY",19,40,34,8,5,2,0,1,3,5,5,0,6,1,0,0,1,0,0,0.235294117,16997
2020,"Alex Verdugo","BOS",39,82,75,24,19,4,0,1,9,3,6,0,22,1,0,0,0,0,0,0.32,17027
2020,"Grayson Greiner","DET",7,13,10,1,0,0,0,1,3,1,2,0,5,1,0,0,1,0,0,0.1,17062
2020,"Ramon Laureano","OAK",20,49,44,9,6,1,0,2,5,8,3,0,17,2,0,0,1,1,1,0.204545454,17128
2020,"Chad Wallach","MIA",6,13,10,5,2,2,0,1,3,4,2,0,2,0,0,1,0,0,0,0.5,17161
2020,"Monte Harrison","MIA",11,21,18,2,1,0,0,1,1,1,3,0,9,0,0,0,0,0,0,0.111111111,17216
2020,"Yoan Moncada","CHW",26,46,36,8,6,1,0,1,6,3,9,0,17,0,1,0,0,0,0,0.222222222,17232
2020,"Jorge Mateo","SDP",13,18,17,3,1,2,0,0,1,2,1,0,8,0,0,0,1,1,0,0.176470588,17273
2020,"Michael Chavis","BOS",28,57,52,11,8,0,1,2,5,6,3,0,18,0,2,0,3,1,0,0.211538461,17321
2020,"Cole Tucker","PIT",17,35,31,8,7,0,0,1,8,2,4,0,7,0,0,0,0,0,0,0.258064516,17326
2020,"Willi Castro","DET",14,25,23,9,7,1,0,1,4,3,2,0,5,0,0,0,0,0,0,0.391304347,17338
2020,"Rafael Devers","BOS",39,89,81,18,12,5,0,1,9,6,5,0,26,3,0,0,6,0,0,0.222222222,17350
2020,"Eloy Jimenez","CHW",23,46,45,13,9,0,0,4,5,9,1,0,13,0,0,0,2,0,0,0.288888888,17484
2020,"Taylor Ward","LAA",21,40,39,10,7,2,1,0,6,3,1,0,13,0,0,0,0,1,0,0.256410256,17548
2020,"Myles Straw","HOU",16,30,30,1,1,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0.033333333,17620
2020,"Alex Bregman","HOU",24,56,47,15,7,6,0,2,7,5,8,1,4,0,1,0,2,0,0,0.319148936,17678
2020,"Vimael Machin","OAK",8,12,7,1,0,1,0,0,4,0,5,0,1,0,0,0,0,0,0,0.142857142,17684
2020,"Kevin Newman","PIT",18,36,29,8,7,0,0,1,5,5,5,0,2,1,1,0,0,0,0,0.275862068,17696
2020,"Christin Stewart","DET",7,10,9,2,1,1,0,0,1,1,0,0,5,1,0,0,0,0,0,0.222222222,17714
2020,"DJ Stewart","BAL",10,19,16,2,1,0,0,1,1,1,2,0,8,0,0,1,0,0,0,0.125,17766
2020,"Braden Bishop","SEA",8,18,17,4,2,2,0,0,2,2,1,0,7,0,0,0,0,1,0,0.235294117,17806
2020,"Willie Calhoun","TEX",12,22,19,7,7,0,0,0,0,4,1,0,2,1,1,0,0,0,0,0.368421052,17838
2020,"Andrew Benintendi","BOS",8,12,7,0,0,0,0,0,1,0,3,0,4,1,0,1,0,0,0,0,17901
2020,"Ian Happ","CHC",34,59,48,12,10,1,0,1,4,2,10,1,18,0,0,1,0,1,1,0.25,17919
2020,"Cedric Mullins","BAL",21,38,35,6,4,1,0,1,2,3,2,0,11,0,0,1,0,0,0,0.171428571,17929
2020,"Sam Hilliard","COL",23,31,31,6,5,0,0,1,2,2,0,0,11,0,0,0,0,0,0,0.193548387,17954
2020,"Scott Kingery","PHI",18,38,33,4,4,0,0,0,2,0,4,0,12,0,0,1,0,0,0,0.121212121,17975
2020,"Ty France","2 Tms",34,64,57,12,7,4,0,1,6,6,4,0,14,3,0,0,0,0,0,0.210526315,17982
2020,"Tyler Stephenson","CIN",6,10,9,1,0,0,0,1,2,2,0,0,6,1,0,0,0,0,0,0.111111111,17988
2020,"David Fletcher","LAA",32,77,69,24,16,7,0,1,9,8,8,0,5,0,0,0,2,0,0,0.347826086,17992
2020,"Paul DeJong","STL",17,29,24,3,3,0,0,0,5,1,4,0,8,1,0,0,1,0,0,0.125,18015
2020,"Harrison Bader","STL",19,28,25,9,3,3,1,2,7,4,0,0,4,3,0,0,1,0,0,0.36,18030
2020,"Mark Mathias","MIL",13,21,21,5,2,3,0,0,1,2,0,0,4,0,0,0,0,0,0,0.238095238,18032
2020,"Jake Cronenworth","SDP",34,61,55,12,10,2,0,0,9,1,6,0,14,0,0,0,0,0,0,0.218181818,18036
2020,"Dylan Moore","SEA",23,51,47,11,4,5,0,2,6,5,3,0,12,1,0,0,2,3,2,0.234042553,18042
2020,"Sam Haggerty","SEA",7,20,18,6,3,2,0,1,3,4,2,0,6,0,0,0,0,2,0,0.333333333,18054
2020,"Brian Anderson","MIA",33,64,56,16,12,2,0,2,7,8,6,1,15,1,1,0,1,0,0,0.285714285,18289
2020,"Dansby Swanson","ATL",29,47,43,8,5,3,0,0,7,4,4,0,14,0,0,0,0,1,0,0.186046511,18314
2020,"Edwin Rios","LAD",12,19,16,5,1,1,0,3,3,4,2,0,4,0,1,0,0,0,0,0.3125,18316
2020,"Kyle Tucker","HOU",39,73,69,15,9,1,1,4,10,11,4,0,13,0,0,0,1,0,0,0.217391304,18345
2020,"Austin Riley","ATL",26,46,41,10,4,4,0,2,5,5,4,1,14,0,1,0,2,0,0,0.243902439,18360
2020,"Victor Robles","WSN",27,53,46,15,12,2,1,0,6,5,4,0,12,2,0,1,0,2,0,0.326086956,18363
2020,"Lewin Diaz","MIA",7,12,12,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,18365
2020,"Ryan Mountcastle","BAL",18,34,30,8,6,2,0,0,2,2,3,0,7,0,1,0,0,0,0,0.266666666,18373
2020,"Ronald Acuna Jr.","ATL",19,42,31,7,3,3,0,1,7,8,11,1,13,0,0,0,0,1,1,0.225806451,18401
2020,"Trent Grisham","SDP",38,67,60,16,12,1,1,2,6,5,5,0,21,1,0,1,0,1,0,0.266666666,18564
2020,"Luis Arraez","MIN",17,30,26,6,6,0,0,0,3,4,4,0,1,0,0,0,1,0,0,0.23076923,18568
2020,"Ke'Bryan Hayes","PIT",11,23,22,11,6,4,0,1,5,3,0,0,3,1,0,0,1,1,0,0.5,18577
2020,"Jared Walsh","LAA",19,36,34,11,8,2,0,1,3,6,0,0,6,0,2,0,0,0,0,0.323529411,18607
2020,"Guillermo Heredia","2 Tms",9,15,12,3,3,0,0,0,4,0,3,0,2,0,0,0,0,1,0,0.25,18721
2020,"Brandon Lowe","TBR",35,60,50,15,6,3,0,6,11,9,6,0,14,4,0,0,0,1,0,0.3,18882
2020,"Danny Mendick","CHW",17,34,31,6,3,2,0,1,4,2,3,0,9,0,0,0,1,0,0,0.193548387,18889
2020,"Leody Taveras","TEX",19,45,39,11,7,3,0,1,7,1,6,0,14,0,0,0,0,1,0,0.282051282,18900
2020,"Will Smith","LAD",21,40,34,10,5,5,0,0,4,4,6,0,6,0,0,0,0,0,0,0.294117647,19197
2020,"Yuli Gurriel","HOU",34,66,62,18,9,5,0,4,11,8,2,0,5,1,1,0,3,0,1,0.29032258,19198
2020,"Lourdes Gurriel Jr.","TOR",29,68,63,18,10,5,0,3,8,11,4,0,15,0,1,0,0,0,0,0.285714285,19238
2020,"Pete Alonso","NYM",37,77,67,13,8,0,0,5,9,8,9,2,22,1,0,0,0,0,0,0.19402985,19251
2020,"Cavan Biggio","TOR",38,88,67,20,12,7,0,1,15,9,18,0,23,2,0,0,0,2,0,0.298507462,19252
2020,"Garrett Hampson","COL",34,72,66,14,12,0,1,1,8,5,4,0,22,0,0,2,0,2,1,0.212121212,19262
2020,"Randy Arozarena","TBR",12,23,20,8,4,0,0,4,4,5,1,0,2,2,0,0,1,0,0,0.4,19290
2020,"Nick Senzel","CIN",18,30,27,2,0,1,0,1,1,2,2,0,4,0,1,0,1,0,0,0.074074074,19293
2020,"Nick Solak","TEX",32,72,67,21,18,3,0,0,10,10,4,0,14,0,1,0,2,3,0,0.313432835,19294
2020,"Bryan Reynolds","PIT",29,48,41,8,4,3,1,0,7,3,7,0,14,0,0,0,0,0,0,0.195121951,19326
2020,"Nicky Lopez","KCR",33,51,44,6,5,0,0,1,3,5,5,0,11,1,0,1,0,0,0,0.136363636,19339
2020,"Eli White","TEX",10,22,21,1,1,0,0,0,1,0,1,0,8,0,0,0,0,1,0,0.047619047,19346
2020,"Sean Murphy","OAK",19,38,34,8,5,1,0,2,6,5,4,0,13,0,0,0,1,0,0,0.235294117,19352
2020,"Austin Hays","BAL",18,30,28,7,4,2,0,1,6,2,2,0,5,0,0,0,0,1,0,0.25,19363
2020,"Tommy Edman","STL",22,41,41,13,9,1,1,2,7,9,0,0,8,0,0,0,0,0,0,0.31707317,19470
2020,"Kyle Lewis","SEA",32,70,58,13,8,1,0,4,9,5,12,0,20,0,0,0,0,1,0,0.224137931,19508
2020,"Andrew Young","ARI",7,22,18,2,1,1,0,0,0,1,2,0,8,2,0,0,0,0,0,0.111111111,19521
2020,"Nathaniel Lowe","TBR",10,17,15,2,2,0,0,0,1,1,2,0,12,0,0,0,0,0,0,0.133333333,19566
2020,"Vladimir Guerrero Jr.","TOR",30,66,58,13,4,3,1,5,14,9,8,1,12,0,0,0,1,0,0,0.224137931,19611
2020,"Bo Bichette","TOR",16,31,30,10,7,2,0,1,3,8,1,1,9,0,0,0,0,2,0,0.333333333,19612
2020,"Mike Brosseau","TBR",22,47,42,14,5,5,0,4,7,10,2,0,14,2,1,0,0,0,0,0.333333333,19683
2020,"Edward Olivares","2 Tms",22,37,35,6,3,2,0,1,2,1,2,0,7,0,0,0,1,0,1,0.171428571,19698
2020,"Jake Noll","WSN",6,11,11,4,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.363636363,19703
2020,"Fernando Tatis Jr.","SDP",29,72,62,15,7,5,0,3,10,8,8,1,18,1,1,0,1,1,0,0.241935483,19709
2020,"Josh Rojas","ARI",14,29,27,6,6,0,0,0,5,0,2,0,8,0,0,0,0,0,0,0.222222222,19734
2020,"Shohei Ohtani","LAA",31,54,44,8,5,2,0,1,3,4,10,0,15,0,0,0,1,2,0,0.181818181,19755
2020,"Abraham Toro","HOU",16,26,23,4,2,1,0,1,6,2,0,0,8,3,0,0,0,0,0,0.173913043,19844
2020,"Luis Rengifo","LAA",21,39,36,4,3,0,0,1,5,1,2,0,9,0,0,1,0,0,1,0.111111111,19858
2020,"Adam Haseley","PHI",8,10,10,4,3,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0.4,19878
2020,"Anderson Tejeda","TEX",12,21,21,4,3,0,0,1,1,2,0,0,9,0,0,0,1,1,0,0.19047619,19909
2020,"Daulton Varsho","ARI",20,36,35,5,4,1,0,0,3,4,1,0,12,0,0,0,0,0,0,0.142857142,19918
2020,"Andres Gimenez","NYM",17,26,23,6,5,0,0,1,4,1,2,0,6,1,0,0,0,0,0,0.260869565,19950
2020,"Gavin Lux","LAD",6,11,10,1,1,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0.1,19955
2020,"Carter Kieboom","WSN",20,41,35,12,11,1,0,0,3,5,4,0,12,1,1,0,1,0,0,0.342857142,19958
2020,"Bobby Dalbec","BOS",13,28,27,8,2,3,0,3,4,7,1,0,14,0,0,0,0,0,0,0.296296296,19966
2020,"Santiago Espinal","TOR",15,35,34,11,8,3,0,0,3,2,0,0,7,0,0,1,1,0,0,0.323529411,19997
2020,"Keston Hiura","MIL",33,63,54,13,11,0,0,2,7,9,6,2,23,2,1,0,3,0,2,0.24074074,20003
2020,"Isaac Paredes","DET",13,17,16,7,7,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0.4375,20036
2020,"Luis Robert Jr.","CHW",26,51,44,12,8,2,0,2,14,9,6,0,9,0,1,0,1,1,0,0.272727272,20043
2020,"Evan White","SEA",38,64,57,8,5,2,0,1,6,3,7,0,23,0,0,0,1,0,1,0.140350877,20078
2020,"Juan Soto","WSN",30,56,50,18,7,6,0,5,14,16,5,1,8,1,0,0,1,1,0,0.36,20123
2020,"Dylan Carlson","STL",11,14,11,2,1,1,0,0,1,3,2,0,4,0,1,0,0,0,0,0.181818181,20126
2020,"Jo Adell","LAA",24,44,41,7,4,1,0,2,4,3,2,0,21,1,0,0,1,0,0,0.170731707,20220
2020,"Jonathan Arauz","BOS",18,34,31,9,8,1,0,0,4,3,3,0,9,0,0,0,0,0,0,0.29032258,20275
2020,"Luis Garcia Jr.","WSN",18,35,35,5,5,0,0,0,2,1,0,0,13,0,0,0,0,0,0,0.142857142,20391
2020,"Jazz Chisholm Jr.","MIA",10,14,14,4,2,0,1,1,2,2,0,0,4,0,0,0,0,0,1,0.285714285,20454
2020,"Nick Madrigal","CHW",15,22,22,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.227272727,20521
2020,"Nico Hoerner","CHC",25,39,35,9,8,1,0,0,7,3,3,0,5,1,0,0,0,1,0,0.257142857,21479
2020,"Joey Bart","SFG",14,28,27,5,2,3,0,0,2,2,0,0,12,1,0,0,0,0,0,0.185185185,21524
2020,"Alec Bohm","PHI",26,43,37,10,5,3,0,2,4,5,5,0,5,0,1,0,0,0,0,0.27027027,21618
2020,"Sherten Apostel","TEX",5,12,11,1,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0.09090909,21794
2020,"Jose Barrero","CIN",14,20,20,6,6,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0.3,23378
2020,"Ryan Jeffers","MIN",15,24,20,6,6,0,0,0,1,1,2,0,8,2,0,0,0,0,0,0.3,24618
2020,"Yoshi Tsutsugo","TBR",26,43,37,9,6,1,0,2,6,4,5,0,16,1,0,0,0,0,0,0.243243243,27459
2020,"Shogo Akiyama","CIN",20,23,21,4,3,1,0,0,1,0,1,0,7,1,0,0,0,0,0,0.19047619,27461