NAME	POS	ML	A/H	TEAM	OPP	PROP	LINE	SZN AVG	W-L Splits	A-H Splits	% OVER	L5 % OVER	LAST 7 GAMES ➡️	OVER	UNDER
Reece Beekman	G	-250	H	UVA	FUR	reb	2.5	3.0	2.62 - 4.14	3.42 - 2.68	65%	60%	1,3,3,0,3,4,2,4,0,6	-150	'+110
Reece Beekman	G	-250	H	UVA	FUR	3ptm	0.5	0.9	0.96 - 0.57	1.08 - 0.74	58%	60%	0,0,1,1,1,0,0,2,0,0	-130	'+100
Reece Beekman	G	-250	H	UVA	FUR	pts	8.5	9.4	9.29 - 9.57	9.42 - 9.32	52%	40%	12,4,15,5,7,8,6,11,3,4	-135	'+100
Reece Beekman	G	-250	H	UVA	FUR	ast	5.5	5.3	5.38 - 4.86	4.83 - 5.53	39%	60%	4,7,5,11,8,6,2,5,2,7	'+105	-140
Reyne Smith	G	'+190	A	COFC	SDSU	3ptm	2.5	2.7	2.87 - 0.67	2.54 - 2.76	44%	40%	1,4,2,4,2,5,3,1,2,4	-105	-130
Reyne Smith	G	'+190	A	COFC	SDSU	ast	1.5	1.4	1.39 - 1.33	1.23 - 1.48	41%	40%	0,2,0,3,1,2,2,1,2,2	'+175	-245
Reyne Smith	G	'+190	A	COFC	SDSU	reb	2.5	2.1	2.19 - 1.0	1.85 - 2.24	38%	80%	3,1,5,6,3,3,3,3,3,1	-110	-120
Reyne Smith	G	'+190	A	COFC	SDSU	pts	11.5	10.9	11.48 - 4.67	9.62 - 11.67	38%	60%	7,20,10,12,13,15,9,4,6,12	-110	-125
Ricky Council Iv	G	-130	H	ARK	ILL	pts	12.5	15.9	16.3 - 15.31	14.38 - 16.9	73%	40%	5,7,16,11,20,22,15,6,13,20	-125	-105
Ricky Council Iv	G	-130	H	ARK	ILL	3ptm	0.5	0.9	0.9 - 1.0	1.0 - 0.9	58%	20%	0,0,0,2,0,3,0,0,0,2	-185	'+140
Ricky Council Iv	G	-130	H	ARK	ILL	ast	1.5	2.3	2.7 - 1.62	1.69 - 2.65	58%	0%	1,0,1,1,0,4,1,4,3,4	'+115	-155
Ricky Council Iv	G	-130	H	ARK	ILL	reb	3.5	3.4	3.4 - 3.31	3.0 - 3.6	30%	40%	3,2,4,4,1,3,7,5,6,3	-115	-115
Ryan Langborg	G	'+700	A	PRIN	ARIZ	3ptm	1.5	2.0	1.86 - 2.38	1.86 - 2.13	62%	80%	2,2,1,2,2,1,3,2,1,2	-195	'+145
Ryan Langborg	G	'+700	A	PRIN	ARIZ	pts	11.5	12.1	12.1 - 12.12	11.36 - 12.8	52%	100%	14,12,13,18,14,5,15,10,5,10	-110	-120
Ryan Langborg	G	'+700	A	PRIN	ARIZ	reb	2.5	3.0	3.14 - 2.75	2.5 - 3.53	52%	60%	2,2,3,6,3,3,0,4,1,2	-140	'+105
Ryan Langborg	G	'+700	A	PRIN	ARIZ	ast	1.5	1.6	1.48 - 1.75	0.86 - 2.2	34%	60%	4,1,3,0,5,0,0,0,5,1	-155	'+115
Ryan Larson	G	'+190	A	COFC	SDSU	ast	2.5	4.1	4.16 - 3.33	4.15 - 4.05	76%	60%	1,1,5,5,4,5,4,6,3,5	-180	'+135
Ryan Larson	G	'+190	A	COFC	SDSU	pts	9.5	10.6	10.68 - 9.67	10.0 - 10.95	65%	80%	23,12,11,2,12,13,2,17,6,6	-125	-105
Ryan Larson	G	'+190	A	COFC	SDSU	3ptm	1.5	1.7	1.74 - 1.0	1.85 - 1.57	50%	40%	4,0,3,0,1,3,0,3,2,2	-160	'+120
Ryan Larson	G	'+190	A	COFC	SDSU	reb	3.5	3.3	3.29 - 3.0	3.85 - 2.9	44%	20%	3,2,2,1,5,5,5,3,2,4	'+120	-160
Ryan Moffatt	F	'+675	A	COLG	TEX	ast	1.5	1.8	1.71 - 2.12	1.79 - 1.83	56%	60%	1,2,2,2,1,2,1,2,1,0	'+145	-195
Ryan Moffatt	F	'+675	A	COLG	TEX	3ptm	1.5	1.9	2.25 - 1.0	1.86 - 2.0	53%	60%	1,2,3,0,5,2,1,1,5,2	'+100	-135
Ryan Moffatt	F	'+675	A	COLG	TEX	pts	11.5	10.5	11.33 - 8.12	10.0 - 10.94	44%	80%	10,20,14,12,17,8,9,4,19,13	'+100	-135
Ryan Moffatt	F	'+675	A	COLG	TEX	reb	4.5	4.2	4.42 - 3.38	4.64 - 3.78	41%	60%	8,9,4,6,3,8,5,2,5,2	-155	'+115
Sam Vinson	G	'+1300	A	NKU	HOU	pts	11.5	11.7	12.4 - 10.45	11.67 - 11.75	55%	80%	16,17,12,19,11,9,9,9,19,18	'+100	-130
Sam Vinson	G	'+1300	A	NKU	HOU	ast	2.5	2.9	3.15 - 2.45	2.27 - 3.5	55%	60%	2,2,3,3,5,3,4,2,3,2	-120	-110
Sam Vinson	G	'+1300	A	NKU	HOU	3ptm	1.5	1.5	1.7 - 1.18	1.53 - 1.5	48%	60%	1,1,2,3,2,1,2,3,3,3	-160	'+120
Sam Vinson	G	'+1300	A	NKU	HOU	reb	4.5	4.2	4.45 - 3.73	4.13 - 4.25	45%	80%	5,6,4,5,5,4,3,1,8,5	-110	-120
Santiago Vescovi	G	-645	H	TENN	LAF	ast	2.5	3.1	3.05 - 2.67	3.08 - 2.82	62%	80%	2,3,5,4,7,3,1,1,2,1	-180	'+135
Santiago Vescovi	G	-645	H	TENN	LAF	3ptm	2.5	2.9	2.65 - 2.78	2.67 - 2.71	55%	80%	5,3,3,1,4,3,3,4,4,1	-125	-105
Santiago Vescovi	G	-645	H	TENN	LAF	reb	4.5	4.8	4.95 - 3.89	4.17 - 4.94	48%	60%	3,6,6,4,10,2,8,5,1,3	-105	-125
Santiago Vescovi	G	-645	H	TENN	LAF	pts	14.5	13.4	12.25 - 13.56	13.0 - 12.41	34%	40%	17,15,14,7,14,17,15,16,14,7	-105	-125
Sean Bairstow	G	-130	A	USU	MIZ	pts	10.5	10.5	9.81 - 12.12	9.93 - 10.81	51%	40%	7,12,6,12,7,6,5,11,10,9	'+100	-135
Sean Bairstow	G	-130	A	USU	MIZ	reb	6.5	5.2	5.27 - 4.75	5.14 - 5.24	26%	40%	5,6,5,7,10,5,10,5,7,6	'+105	-135
Sean Bairstow	G	-130	A	USU	MIZ	ast	3.5	2.7	2.77 - 2.12	2.64 - 2.76	26%	20%	3,3,3,4,0,3,1,3,2,4	'+130	-175
Sean Bairstow	G	-130	A	USU	MIZ	3ptm	1.5	0.9	0.77 - 1.5	1.07 - 0.81	26%	0%	0,1,0,0,1,2,0,1,2,1	'+155	-210
Seth Lundy	G	'+130	A	PSU	TA&M	pts	14.5	14.4	14.71 - 13.85	14.88 - 13.88	56%	80%	19,16,16,17,7,14,7,19,9,15	-110	-120
Seth Lundy	G	'+130	A	PSU	TA&M	3ptm	2.5	2.6	2.52 - 2.69	2.65 - 2.53	53%	40%	3,2,3,1,0,4,0,4,1,3	-160	'+120
Seth Lundy	G	'+130	A	PSU	TA&M	reb	6.5	6.3	6.14 - 6.62	6.65 - 6.0	50%	60%	8,6,7,10,5,6,8,5,4,7	'+110	-150
Seth Lundy	G	'+130	A	PSU	TA&M	ast	0.5	0.9	1.19 - 0.46	0.76 - 1.06	50%	60%	1,0,0,2,2,0,0,2,1,2	-245	'+180
Shy Odom	F	'+1700	A	HOW	KU	pts	10.5	10.8	11.45 - 9.5	10.85 - 10.76	50%	60%	9,16,13,5,17,15,22,7,12,13	-105	-125
Shy Odom	F	'+1700	A	HOW	KU	ast	1.5	1.4	1.7 - 0.7	0.85 - 1.76	43%	80%	0,2,4,2,2,2,1,2,3,0	'+170	-230
Shy Odom	F	'+1700	A	HOW	KU	reb	5.5	4.5	4.7 - 4.0	4.62 - 4.35	43%	60%	7,10,1,2,6,7,10,7,7,5	'+100	-130
Steve Settle Iii	F	'+1700	A	HOW	KU	3ptm	0.5	1.0	0.86 - 1.2	1.23 - 0.78	68%	100%	1,1,1,1,4,0,0,1,0,0	-185	'+135
Steve Settle Iii	F	'+1700	A	HOW	KU	pts	8.5	11.0	10.14 - 12.8	12.54 - 9.89	65%	60%	9,16,3,7,14,8,11,14,7,14	'+100	-135
Steve Settle Iii	F	'+1700	A	HOW	KU	reb	5.5	5.7	5.76 - 5.7	6.92 - 4.89	48%	20%	2,5,1,8,5,7,11,5,8,7	'+100	-135
Steven Ashworth	G	-130	A	USU	MIZ	3ptm	2.5	3.2	3.5 - 2.25	2.71 - 3.52	63%	80%	2,3,4,3,5,1,2,2,1,2	-185	'+135
Steven Ashworth	G	-130	A	USU	MIZ	ast	4.5	4.5	4.65 - 4.12	4.21 - 4.71	49%	60%	1,2,5,8,7,3,6,3,5,6	-150	'+115
Steven Ashworth	G	-130	A	USU	MIZ	reb	3.5	3.2	3.12 - 3.62	3.79 - 2.76	49%	40%	1,1,4,4,2,7,1,1,6,5	'+100	-135
Steven Ashworth	G	-130	A	USU	MIZ	pts	17.5	16.3	17.38 - 12.88	14.43 - 17.57	37%	60%	13,14,22,19,27,19,20,8,14,18	-105	-125
Tajion Jones	G	'+1100	A	UNCA	UCLA	ast	0.5	1.2	1.15 - 1.43	1.24 - 1.18	74%	60%	0,1,1,1,0,2,1,0,1,2	-155	'+120
Tajion Jones	G	'+1100	A	UNCA	UCLA	reb	4.5	5.2	5.63 - 3.43	5.18 - 5.18	59%	60%	8,6,6,1,3,6,6,8,3,2	-130	'+100
Tajion Jones	G	'+1100	A	UNCA	UCLA	pts	13.5	15.0	15.59 - 12.71	15.35 - 14.65	50%	60%	24,10,19,10,30,16,12,21,15,5	'+100	-130
Tajion Jones	G	'+1100	A	UNCA	UCLA	3ptm	2.5	2.9	3.04 - 2.29	3.0 - 2.76	44%	60%	5,1,4,2,8,2,2,2,2,1	'+135	-180
Taylor Funk	F	-130	A	USU	MIZ	ast	1.5	1.6	1.88 - 1.12	1.29 - 1.9	47%	40%	3,2,1,1,0,1,0,3,0,0	-150	'+110
Taylor Funk	F	-130	A	USU	MIZ	reb	6.5	5.6	5.56 - 5.0	4.71 - 6.15	38%	60%	7,10,2,8,4,3,6,5,2,9	-105	-130
Taylor Funk	F	-130	A	USU	MIZ	pts	13.5	13.1	14.08 - 10.75	11.93 - 13.85	38%	40%	5,7,32,24,2,9,11,5,4,11	-115	-115
Taylor Funk	F	-130	A	USU	MIZ	3ptm	2.5	2.3	2.52 - 2.0	2.21 - 2.4	38%	40%	1,1,6,4,0,1,0,1,0,2	'+110	-150
Terrence Shannon Jr	G	'+110	A	ILL	ARK	reb	3.5	4.7	5.32 - 3.73	5.0 - 4.53	63%	60%	5,1,7,4,1,3,4,2,2,2	-145	'+110
Terrence Shannon Jr	G	'+110	A	ILL	ARK	ast	2.5	2.9	2.63 - 3.36	3.23 - 2.65	60%	40%	4,2,4,2,0,4,1,1,5,1	'+135	-180
Terrence Shannon Jr	G	'+110	A	ILL	ARK	pts	17.5	17.1	18.53 - 14.73	15.38 - 18.47	43%	60%	19,13,21,10,26,20,15,11,13,6	'+100	-135
Terrence Shannon Jr	G	'+110	A	ILL	ARK	3ptm	1.5	1.7	1.89 - 1.27	1.46 - 1.82	43%	60%	2,2,0,0,4,1,2,2,2,0	'+120	-155
Timmy Allen	F	-975	H	TEX	COLG	ast	3.5	3.5	3.39 - 3.88	2.82 - 3.9	42%	60%	3,6,3,4,4,5,4,0,4,4	'+115	-155
Timmy Allen	F	-975	H	TEX	COLG	pts	12.5	10.5	10.57 - 10.5	8.45 - 11.7	39%	20%	6,6,12,6,15,2,14,18,10,18	-105	-125
Timmy Allen	F	-975	H	TEX	COLG	reb	6.5	5.5	5.78 - 4.75	5.18 - 5.7	32%	60%	6,4,9,8,9,5,9,4,3,6	-155	'+115
Tony Perkins	G	'+105	H	IOWA	AUB	3ptm	0.5	0.7	0.83 - 0.54	0.36 - 1.0	48%	60%	1,0,1,4,0,0,2,0,0,1	-155	'+115
Tony Perkins	G	'+105	H	IOWA	AUB	pts	14.5	12.5	13.72 - 10.77	10.71 - 13.94	39%	60%	16,6,23,24,13,11,24,7,8,32	-110	-120
Tony Perkins	G	'+105	H	IOWA	AUB	reb	4.5	4.1	4.17 - 4.0	4.07 - 4.12	39%	60%	6,4,10,9,2,5,2,7,2,3	-150	'+115
Tony Perkins	G	'+105	H	IOWA	AUB	ast	3.5	2.8	3.5 - 1.85	2.43 - 3.12	29%	60%	1,4,8,6,0,3,3,6,1,2	'+125	-170
Tosan Evbuomwan	F	'+700	A	PRIN	ARIZ	reb	5.5	6.2	6.05 - 6.5	6.79 - 5.6	62%	60%	5,6,7,5,10,9,9,6,3,5	-160	'+120
Tosan Evbuomwan	F	'+700	A	PRIN	ARIZ	ast	4.5	4.8	4.48 - 5.75	4.93 - 4.73	59%	60%	4,4,6,5,6,8,6,4,6,6	-155	'+115
Tosan Evbuomwan	F	'+700	A	PRIN	ARIZ	pts	15.5	15.0	14.71 - 15.62	15.36 - 14.6	41%	60%	21,21,15,6,22,17,23,19,17,15	-115	-115
Tramon Mark	G	-2800	H	HOU	NKU	3ptm	0.5	1.1	1.13 - 0.67	1.42 - 0.91	68%	40%	0,0,1,2,0,2,3,1,1,2	-255	'+185
Tramon Mark	G	-2800	H	HOU	NKU	pts	9.5	9.7	9.84 - 8.67	11.75 - 8.64	53%	40%	10,8,4,16,2,20,13,6,11,9	-110	-120
Tramon Mark	G	-2800	H	HOU	NKU	reb	5.5	4.7	4.65 - 5.33	5.83 - 4.09	35%	40%	8,5,5,8,1,9,3,1,9,9	-110	-120
Tre Mitchell	F	-155	A	WVU	MD	ast	1.5	1.9	1.83 - 1.93	2.0 - 1.79	66%	80%	2,2,2,2,1,2,3,1,1,2	'+120	-160
Tre Mitchell	F	-155	A	WVU	MD	3ptm	0.5	1.1	1.0 - 1.21	1.08 - 1.11	66%	60%	1,3,0,3,0,1,1,0,3,0	-230	'+170
Tre Mitchell	F	-155	A	WVU	MD	pts	10.5	12.0	11.56 - 11.57	11.0 - 11.95	59%	80%	11,17,0,20,22,3,9,4,9,4	-130	-105
Tre Mitchell	F	-155	A	WVU	MD	reb	5.5	5.7	4.61 - 6.57	5.23 - 5.63	47%	60%	7,9,2,7,3,9,3,5,2,5	-115	-115
Trevian Tennyson	G	'+2500	A	AMCC	ALA	pts	14.5	15.6	16.58 - 13.3	14.2 - 16.74	59%	40%	12,14,16,13,20,22,23,17,18,18	-105	-125
Trevian Tennyson	G	'+2500	A	AMCC	ALA	3ptm	2.5	2.9	2.83 - 3.0	2.67 - 3.05	53%	20%	2,0,2,1,5,5,3,5,2,2	'+120	-165
Trevian Tennyson	G	'+2500	A	AMCC	ALA	reb	2.5	2.3	2.54 - 1.8	2.53 - 2.16	41%	40%	1,3,3,2,1,2,2,5,3,2	-110	-125
Trey Robinson	G	'+1300	A	NKU	HOU	pts	7.5	6.9	7.05 - 6.67	6.8 - 7.0	52%	60%	12,7,11,12,4,4,8,7,3,11	'+115	-155
Trey Robinson	G	'+1300	A	NKU	HOU	ast	1.5	1.6	1.67 - 1.42	1.33 - 1.78	39%	20%	0,1,1,5,1,5,1,2,1,0	'+160	-215
Trey Robinson	G	'+1300	A	NKU	HOU	reb	4.5	3.7	4.0 - 3.17	3.27 - 4.06	33%	40%	2,4,5,9,3,3,6,2,7,2	-105	-125
Trey Robinson	G	'+1300	A	NKU	HOU	3ptm	1.5	1.0	1.1 - 0.83	1.13 - 0.89	30%	60%	2,0,2,3,0,0,2,0,1,1	'+100	-130
Tucker Richardson	G	'+675	A	COLG	TEX	pts	11.5	13.8	13.77 - 13.88	13.94 - 13.67	65%	40%	14,11,11,7,17,19,4,19,13,12	-135	'+105
Tucker Richardson	G	'+675	A	COLG	TEX	ast	5.5	5.8	5.96 - 5.12	5.0 - 6.44	47%	80%	11,12,11,3,9,5,9,4,4,6	'+100	-130
Tucker Richardson	G	'+675	A	COLG	TEX	3ptm	1.5	1.5	1.46 - 1.62	1.62 - 1.39	38%	20%	2,1,0,1,1,2,0,1,1,1	'+170	-230
Tucker Richardson	G	'+675	A	COLG	TEX	reb	6.5	5.2	5.69 - 3.62	4.38 - 5.94	18%	40%	12,6,8,4,4,6,7,4,5,3	-105	-130
Ty Berry	G	-125	H	NU	BOIS	reb	4.5	4.7	5.24 - 3.73	5.27 - 4.43	53%	80%	3,7,5,6,7,3,3,7,2,5	-145	'+110
Ty Berry	G	-125	H	NU	BOIS	pts	7.5	8.5	9.38 - 6.82	8.36 - 8.57	50%	40%	5,12,10,6,2,16,9,5,3,0	-130	-105
Ty Berry	G	-125	H	NU	BOIS	ast	1.5	1.2	1.43 - 0.64	0.73 - 1.38	44%	20%	3,1,0,0,0,3,0,2,0,0	'+170	-230
Ty Berry	G	-125	H	NU	BOIS	3ptm	1.5	1.4	1.67 - 1.0	1.64 - 1.33	41%	20%	1,1,2,1,0,3,1,0,1,0	'+125	-165
Tyger Campbell	G	-2100	H	UCLA	UNCA	ast	4.5	4.6	4.52 - 5.2	4.77 - 4.52	47%	40%	2,6,7,4,4,3,5,5,2,4	-110	-120
Tyger Campbell	G	-2100	H	UCLA	UNCA	reb	2.5	2.6	2.59 - 2.6	2.46 - 2.67	41%	80%	4,3,2,5,3,6,2,2,2,1	-175	'+130
Tyger Campbell	G	-2100	H	UCLA	UNCA	3ptm	1.5	1.5	1.45 - 1.8	1.54 - 1.48	41%	40%	1,4,1,0,2,1,3,1,1,1	-105	-130
Tyger Campbell	G	-2100	H	UCLA	UNCA	pts	16.5	13.6	13.31 - 15.4	13.62 - 13.62	32%	80%	16,28,18,21,18,14,18,7,7,9	-120	-110
Tyrece Radford	G	-150	H	TA&M	PSU	reb	5.5	5.4	5.48 - 5.22	5.54 - 5.33	50%	60%	3,4,8,7,7,7,5,4,3,6	-145	'+110
Tyrece Radford	G	-150	H	TA&M	PSU	pts	13.5	13.2	13.92 - 11.33	14.54 - 12.43	41%	40%	12,16,11,21,13,4,10,12,12,12	-125	-105
Tyrece Radford	G	-150	H	TA&M	PSU	ast	2.5	2.4	2.28 - 2.78	2.15 - 2.57	38%	60%	0,5,2,4,4,4,2,2,2,2	-155	'+115
Tyrece Radford	G	-150	H	TA&M	PSU	3ptm	1.5	1.1	1.28 - 0.78	1.38 - 1.0	32%	40%	0,2,0,1,3,0,1,2,0,0	'+110	-145
Tyrese Hunter	G	-975	H	TEX	COLG	reb	2.5	2.9	3.19 - 2.0	2.5 - 3.14	56%	40%	4,2,3,2,1,0,3,2,1,1	-125	-105
Tyrese Hunter	G	-975	H	TEX	COLG	ast	2.5	2.5	2.5 - 2.5	2.17 - 2.68	47%	40%	1,3,1,3,2,4,1,2,2,0	-110	-120
Tyrese Hunter	G	-975	H	TEX	COLG	3ptm	1.5	1.5	1.27 - 2.12	0.92 - 1.77	41%	60%	0,1,3,3,2,3,3,0,1,1	'+105	-135
Tyrese Hunter	G	-975	H	TEX	COLG	pts	10.5	10.2	9.58 - 12.38	8.58 - 11.14	35%	60%	2,9,11,20,15,13,15,5,9,7	-125	-105
Tyrese Proctor	G	-265	H	DUKE	ORU	pts	10.5	9.3	9.04 - 10.0	8.69 - 9.78	44%	80%	5,15,11,13,12,10,12,8,6,14	'+100	-130
Tyrese Proctor	G	-265	H	DUKE	ORU	3ptm	1.5	1.3	1.38 - 1.12	1.19 - 1.44	41%	40%	1,3,3,0,0,2,4,2,0,2	'+100	-130
Tyrese Proctor	G	-265	H	DUKE	ORU	reb	3.5	3.1	3.08 - 3.38	2.62 - 3.61	35%	0%	2,3,3,2,3,4,4,2,3,4	'+110	-145
Tyrese Proctor	G	-265	H	DUKE	ORU	ast	3.5	3.3	3.46 - 2.62	3.19 - 3.33	32%	40%	3,5,10,3,1,5,3,6,4,4	-110	-120
Tyson Degenhart	F	'+105	A	BOIS	NU	pts	13.5	14.3	14.54 - 13.78	13.71 - 14.79	52%	60%	13,16,14,14,13,13,11,19,20,9	-105	-125
Tyson Degenhart	F	'+105	A	BOIS	NU	ast	1.5	1.8	1.96 - 1.22	2.14 - 1.47	48%	20%	0,1,2,1,1,1,1,0,1,1	'+135	-180
Tyson Degenhart	F	'+105	A	BOIS	NU	reb	5.5	5.4	5.71 - 4.44	5.07 - 5.58	45%	40%	4,8,6,3,3,7,6,6,5,4	'+110	-145
Tyson Degenhart	F	'+105	A	BOIS	NU	3ptm	1.5	1.2	1.08 - 1.33	1.21 - 1.11	30%	40%	1,2,0,1,3,0,1,3,2,1	'+140	-185
Wendell Green Jr	G	-125	A	AUB	IOWA	pts	15.5	14.3	14.95 - 11.25	10.71 - 15.82	45%	20%	11,9,9,23,5,5,24,20,9,18	-105	-125
Wendell Green Jr	G	-125	A	AUB	IOWA	reb	3.5	3.4	3.53 - 3.17	4.14 - 2.76	42%	40%	0,4,2,2,8,4,3,4,7,2	'+120	-160
Wendell Green Jr	G	-125	A	AUB	IOWA	3ptm	1.5	1.3	1.37 - 1.08	0.79 - 1.65	39%	20%	2,1,1,0,0,0,4,1,2,3	'+110	-150
Wendell Green Jr	G	-125	A	AUB	IOWA	ast	4.5	4.3	4.68 - 3.33	4.21 - 4.12	35%	0%	4,2,2,4,1,9,2,6,3,6	-110	-120