EV	EV Book	Imp	Game	Player	Prop	O/U	FD	DK	Bet365	CZ	Kambi	ESPN	L10% Over	% Over	Splits		Minutes
-13.7	310 BR	24%	arsenal	Myles Lewis Skelly	shots_on_target	o 0.5	'+300	-	-	280	310/-670	-	-%	-%		-	
-14.0	470 FD	18%	real madrid	Jude Bellingham	shots_on_target	o 1.5	'+470	-	-	400	-	-	30%	19%	0,0,1,2,1,2,0,0,2,0		90,38,90,90,85
-14.3	500 365	17%	real madrid	Rodrygo	shots	o 3.5	'+420	-	'+500	-	-	-	10%	13%	1,3,1,0,3,5,0,1,2,1	游리	90,7,90,90,67
-14.3	500 365	17%	aston villa	Morgan Rogers	shots	o 3.5	'+420	-	'+500	-	-	-	20%	12%	6,1,3,5,1,0,1,1,0,1	-	77,90,9,90,89
-14.4	390 FD	20%	melbourne	Lachlan Rose	shots	o 3.5	'+390	-	'+350	-	-	-	-%	-%		-	
-14.5	450 365	18%	real madrid	Ferland Mendy	tackles	o 2.5	-	'+390	'+450	-	-	-	0%	8%	0,0,1,1,1,1,0,0,1,0	游리	90,90,3,84,90
-14.5	550 365	15%	arsenal	Jurrien Timber	shots	o 1.5	'+450	-	'+550	-	-	-	-%	-%		-	
-14.6	333 365	23%	melbourne	Nathaniel Atkinson	shots	o 2.5	'+310	-	'+333	-	-	-	-%	-%		-	
-15.0	240 365	29%	lille	Hakon Arnar Haraldsson	shots	o 2.5	-	-	'+240	240	-	-	40%	22%	1,0,3,4,1,1,3,0,1,3		67,76,45,90,75
-15.0	240 BR	29%	psv	Joey Veerman	shots_on_target	o 0.5	'+240	-	-	-	240/-455	-	40%	36%	1,1,0,1,0,0,1,0,0,0	-	90,90,115,18,9
-15.1	210 CZ	32%	aston villa	Youri Tielemans	shots_on_target	o 0.5	'+170	-	-	210	190/-345	-	40%	29%	0,1,0,0,1,0,1,0,0,1	-	90,90,90,90,90
-15.3	400 365	20%	club brugge	Hans Vanaken	tackles	o 2.5	-	'+360	'+400	-	-	-	20%	18%	0,5,2,0,3,1,0,1,1,0	-	90,90,90,90,90
-15.3	185 FD	35%	psv	Ivan Perisic	shots_on_target	o 0.5	'+185	-	-	165	170/-305	-	60%	30%	0,1,0,1,1,2,3,0,0,1	-	90,84,18,90,90
-15.8	300 365	25%	lille	Jamie Bynoe Gittens	tackles	o 2.5	-	'+290	'+300	-	-	-	-%	-%			
-16.2	175 CZ	36%	club brugge	Hans Vanaken	shots_on_target	o 0.5	'+140	-	-	175	170/-305	-	50%	44%	1,2,1,0,3,0,0,0,0,1	-	90,90,90,90,90
-16.2	400 FD	20%	club brugge	Ferran Jutgla	shots_on_target	o 1.5	'+400	-	-	340	310/-625	-	30%	19%	0,1,0,1,1,1,2,2,0,2	-	85,88,90,84,90
-16.4	310 DK	24%	real madrid	Thibaut Courtois	saves	o 4.5	-	'+310	'+300	-	-	-	10%	14%	2,5,1,0,2,3,3,2,1,1	游리	90,90,90,90,90
-16.4	310 FD	24%	aston villa	Marcus Rashford	shots	o 3.5	'+310	-	'+300	-	-	-	20%	16%	1,0,0,4,1,2,0,6,1,0	-	45,23,81,63,23
-17.0	275 DK	27%	psv	Ryan Flamingo	tackles	o 2.5	-	'+275	'+275	-	-	-	40%	40%	2,4,1,0,1,4,0,5,4,0	-	90,120,90,45,90
-17.1	250 365	29%	leeds	Joel Piroe	shots	o 4.5	-	-	'+250	-	215/-420	-	30%	11%	0,5,3,4,1,5,4,0,6,2	-	90,85,11,80,90
-17.1	600 365	14%	real madrid	Jude Bellingham	shots	o 3.5	'+490	-	'+600	-	-	-	30%	16%	1,3,1,5,5,3,0,1,4,0		90,38,90,90,85
-17.2	360 FD	22%	club brugge	Christos Tzolis	shots_on_target	o 1.5	'+360	-	-	340	-	-	10%	28%	1,1,2,0,1,1,1,0,0,0	-	45,74,54,90,72
-17.7	400 365	20%	atletico madrid	Samuel Lino	shots	o 3.5	'+370	-	'+400	-	-	-	-%	-%		游리	
-17.9	280 CZ	26%	aston villa	Marcus Rashford	shots_on_target	o 1.5	'+260	-	-	280	240/-455	-	10%	16%	0,0,0,1,0,0,0,3,1,0	-	45,23,81,63,23
-18.7	1400 365	7%	aston villa	Ezri Konsa	shots	o 1.5	'+800	-	'+1400	-	-	-	10%	5%	0,0,3,0,0,0,1,1,0,0	-	90,90,90,90,90
-18.8	700 365	12%	melbourne	Clayton Taylor	shots	o 3.5	'+550	-	'+700	-	-	-	-%	-%		-	
-19.1	175 365	36%	aston villa	Ollie Watkins	shots	o 3.5	'+140	-	'+175	145	170/-335	-	50%	24%	2,5,0,4,1,4,0,5,1,4	-	77,67,81,89,90
-19.2	600 365	14%	dortmund	Nico Schlotterbeck	shots	o 1.5	'+500	-	'+600	-	-	-	20%	15%	0,1,1,0,2,2,0,0,1,1	游리	90,90,90,90,90
-19.2	600 365	14%	atletico madrid	Rodrigo Riquelme	shots	o 3.5	'+500	-	'+600	-	-	-	-%	-%			
-19.2	340 DK	23%	atletico madrid	Jan Oblak	saves	o 4.5	-	'+340	'+333	-	-	-	-%	-%		游리	
-19.2	600 DK	14%	aston villa	Jacob Ramsey	tackles	o 2.5	-	'+600	'+500	-	-	-	10%	7%	0,3,2,1,1,1,1,0,0,0	-	45,67,9,27,67
-19.2	600 365	14%	aston villa	Youri Tielemans	shots	o 2.5	'+500	-	'+600	-	-	-	20%	13%	1,3,2,1,2,0,2,3,0,2	-	90,90,90,90,90
-19.2	600 FD	14%	psv	Ivan Perisic	shots	o 2.5	'+600	-	'+500	-	-	-	20%	10%	1,1,0,1,2,4,6,0,2,1	-	90,84,18,90,90
-19.3	450 CZ	18%	atletico madrid	Jose Maria Gimenez	shots_on_target	o 0.5	'+410	-	-	450	-	-	-%	-%			
-19.4	800 365	11%	atletico madrid	Rodrigo De Paul	shots	o 2.5	'+600	-	'+800	-	-	-	-%	-%		游리	
-19.4	800 FD	11%	psv	Luuk De Jong	shots	o 3.5	'+800	-	'+600	-	-	-	50%	30%	6,0,4,1,4,5,2,4,2,3	-	90,120,90,65,90
-19.5	600 365	14%	hull	Will Vaulks	shots	o 1.5	-	-	'+600	-	360/-1115	-	-%	-%		-	
-19.5	250 FD	29%	atletico madrid	Conor Gallagher	shots_on_target	o 0.5	'+250	-	-	240	230/-420	-	-%	-%			
-19.9	1200 365	8%	lille	Ngalayel Mukau	shots	o 2.5	'+750	-	'+1200	-	-	-	10%	7%	1,0,0,0,0,0,1,3,0,1	游리	70,75,90,62,76
-20.0	430 FD	19%	club brugge	Ardon Jashari	shots	o 1.5	'+430	-	'+400	-	-	-	40%	26%	0,2,1,0,3,0,2,2,1,1	-	90,88,90,90,90
-20.1	440 FD	19%	stoke v blackburn	Ali Al Hamadi	shots_on_target	o 1.5	'+440	-	-	-	330/-770	-	-%	-%		-	
-20.2	550 365	15%	leeds	Joel Piroe	shots	o 5.5	-	-	'+550	-	360/-1000	-	10%	6%	0,5,3,4,1,5,4,0,6,2	-	90,85,11,80,90
-21.0	500 FD	17%	club brugge	Ferran Jutgla	shots	o 3.5	'+500	-	'+450	-	-	-	10%	3%	0,3,1,2,3,2,3,3,1,4	-	85,88,90,84,90
-21.0	500 DK	17%	arsenal	Martin Odegaard	tackles	o 2.5	-	'+500	'+450	-	-	-	-%	-%		-	
-21.2	260 FD	28%	aston villa	Marco Asensio	shots_on_target	o 1.5	'+260	-	-	-	240/-455	-	20%	30%	0,0,0,0,1,0,2,0,2,1	-	66,90,23,81,27
-21.4	450 365	18%	atletico madrid	Alexander Sorloth	shots	o 4.5	'+420	-	'+450	-	-	-	-%	-%			
-21.5	420 FD	19%	aston villa	Pau Torres	shots	o 1.5	'+420	-	'+400	-	-	-	0%	4%	0,0,1,1,1,0,0,1,1,1	-	90,90,90,90,19
-22.4	490 FD	17%	melbourne	Yonatan Cohen	shots	o 5.5	'+490	-	'+450	-	-	-	-%	-%		-	
-22.7	330 FD	23%	club brugge	Maxim De Cuyper	shots_on_target	o 0.5	'+330	-	-	-	290/-590	-	20%	27%	0,0,0,0,1,0,0,0,1,0	-	90,90,90,90,90
-23.2	1000 FD	9%	melbourne	Daniel Wilmering	shots	o 1.5	'+1000	-	'+700	-	-	-	-%	-%		-	
-23.2	1000 FD	9%	dortmund	Serhou Guirassy	shots	o 5.5	'+1000	-	'+700	-	-	-	10%	9%	5,3,2,3,4,1,8,2,1,4	游리	68,84,88,90,90
-23.7	480 BR	17%	portsmouth	Isaac Hayden	shots	o 2.5	-	-	'+450	-	480/-1667	-	-%	-%		-	
-23.8	650 FD	13%	aston villa	Marco Asensio	shots	o 4.5	'+650	-	'+550	-	-	-	0%	4%	0,0,1,0,4,0,3,0,4,1	-	66,90,23,81,27
-24.8	850 DK	11%	aston villa	Morgan Rogers	tackles	o 2.5	-	'+850	'+650	-	-	-	10%	3%	1,0,0,1,0,0,2,0,3,1	-	77,90,9,90,89
-25.0	550 FD	15%	atletico madrid	Julian Alvarez	shots	o 4.5	'+550	-	'+500	-	-	-	-%	-%		游리	
-25.0	550 365	15%	real madrid	Federico Valverde	shots	o 2.5	'+500	-	'+550	-	-	-	30%	18%	1,1,1,4,3,3,2,1,1,0	游리	90,90,89,81,23
-25.2	200 365	33%	watford	Kwadwo Baah	shots	o 2.5	-	-	'+200	-	195/-400	-	-%	-%		-	
-25.7	1700 FD	6%	dortmund	Karim Adeyemi	shots	o 4.5	'+1700	-	'+900	-	-	-	30%	17%	1,0,3,2,0,5,5,6,2,1	游리	88,90,82,90,89
-26.0	300 365	25%	watford	Mamadou Doumbia	shots	o 3.5	-	-	'+300	-	265/-590	-	-%	-%		-	
-26.0	400 CZ	20%	club brugge	Raphael Onyedika	shots_on_target	o 0.5	-	-	-	400	330/-770	-	30%	18%	0,1,1,0,0,0,0,0,1,0	-	45,90,22,89,45
-26.7	950 FD	10%	real madrid	Arda Guler	shots	o 4.5	'+950	-	'+700	-	-	-	10%	16%	0,7,1,0,1,0,0,0,1,2		18,19,75,83,32
-27.9	700 FD	12%	stoke	Yuri Ribeiro	shots_on_target	o 0.5	'+700	-	-	-	460/-1430	-	-%	-%		-	
-28.3	700 FD	12%	aston villa	Tyrone Mings	shots	o 1.5	'+700	-	'+600	600	-	-	0%	7%	0,0,0,0,0,0,1,0,0,1	-	75,90,58,90,90
-28.8	800 365	11%	arsenal	Ethan Nwaneri	shots	o 5.5	'+650	-	'+800	-	-	-	-%	-%		-	
-28.9	600 365	14%	atletico madrid	Nahuel Molina	shots	o 1.5	'+550	-	'+600	-	-	-	-%	-%			
-28.9	600 365	14%	atletico madrid	Antoine Griezmann	shots	o 4.5	'+550	-	'+600	-	-	-	-%	-%		游리	
-29.0	460 FD	18%	psv	Luuk De Jong	shots_on_target	o 1.5	'+460	-	-	425	360/-910	-	0%	18%	1,0,1,0,1,1,0,1,1,0	-	90,120,90,65,90
-29.4	350 FD	22%	real madrid	Kylian Mbappe	shots_on_target	o 2.5	'+350	-	-	320	310/-715	-	60%	35%	2,2,3,3,4,5,3,0,1,3	游리	77,90,74,90,78
-29.6	1200 FD	8%	lille	Ayyoub Bouaddi	shots	o 2.5	'+1200	-	'+800	-	-	-	0%	0%	0,0,1,0,0,0,0,0,0,0	游리	89,90,28,90,85
-29.6	510 BR	16%	hull	Cameron Brannagan	shots	o 2.5	-	-	'+500	-	510/-1667	-	-%	-%		-	
-29.6	1200 FD	8%	atletico madrid	Cesar Azpilicueta	shots	o 1.5	'+1200	-	'+800	-	-	-	-%	-%			
-29.8	1600 FD	6%	dortmund	Julian Brandt	shots	o 3.5	'+1600	-	'+900	-	-	-	10%	6%	2,1,1,3,0,4,1,0,1,1	游리	90,68,2,82,90
-31.7	333 365	23%	hull	Ruben Rodrigues	shots	o 1.5	-	-	'+333	-	310/-715	-	-%	-%		-	
-32.8	500 365	17%	hull	Matty Jacob	shots	o 1.5	-	-	'+500	-	390/-1115	-	-%	-%		-	
-32.9	275 365	27%	portsmouth	Andre Dozzell	shots	o 1.5	-	-	'+275	-	265/-625	-	-%	-%		-	
-32.9	400 FD	20%	lille	Bafode Diakite	shots_on_target	o 0.5	'+400	-	-	300	360/-910	-	20%	18%	0,0,0,0,1,1,0,0,0,0	游리	90,90,90,90,90
-34.0	550 DK	15%	arsenal	Gabriel Magalhaes	tackles	o 2.5	-	'+550	'+550	-	-	-	-%	-%		-	
-34.6	333 365	23%	hull	Matt Phillips	shots	o 1.5	-	-	'+333	-	310/-770	-	-%	-%		-	
-36.3	2000 365	5%	melbourne	Eli Adams	shots	o 4.5	'+1000	-	'+2000	-	-	-	-%	-%		-	
-36.3	2000 365	5%	aston villa	John Mcginn	shots	o 3.5	'+1000	-	'+2000	-	-	-	0%	0%	0,1,0,1,0,1,0,2,0,0	-	90,90,90,63,60
-37.1	800 FD	11%	aston villa	Marcus Rashford	shots	o 4.5	'+800	-	'+700	-	-	-	10%	6%	1,0,0,4,1,2,0,6,1,0	-	45,23,81,63,23
-37.1	800 FD	11%	arsenal	William Saliba	shots	o 1.5	'+800	-	'+700	-	-	-	-%	-%		-	
-37.3	600 DK	14%	lille	Bafode Diakite	tackles	o 2.5	-	'+600	'+600	-	-	-	10%	9%	0,1,0,1,1,0,1,4,1,0	游리	90,90,90,90,90
-38.4	900 365	10%	aston villa	Ollie Watkins	shots	o 5.5	'+750	-	'+900	-	-	-	0%	2%	2,5,0,4,1,4,0,5,1,4	-	77,67,81,89,90
-39.3	1900 FD	5%	melbourne	Steven Ugarkovic	shots	o 5.5	'+1900	-	'+1000	-	-	-	-%	-%		-	
-39.5	1600 365	6%	real madrid	Aurelien Tchouameni	shots	o 2.5	'+950	-	'+1600	-	-	-	10%	10%	3,1,0,0,0,2,1,0,0,0	游리	90,90,90,90,90
-40.5	550 FD	15%	stoke	Callum Brittain	shots_on_target	o 0.5	'+550	-	-	-	440/-1430	-	-%	-%		-	
-41.5	850 DK	11%	aston villa	Pau Torres	tackles	o 2.5	-	'+850	'+750	-	-	-	0%	8%	2,2,0,1,2,1,0,2,0,1	-	90,90,90,90,19
-42.0	333 365	23%	portsmouth	Regan Poole	shots	o 1.5	-	-	'+333	-	330/-910	-	-%	-%		-	
-42.4	1800 365	5%	real madrid	Eduardo Camavinga	shots	o 2.5	'+1000	-	'+1800	-	-	-	0%	10%	0,0,1,1,0,0,1,0,0,0		18,87,32,61,12
-44.1	700 FD	12%	melbourne	Callum Timmins	shots	o 2.5	'+700	-	'+700	-	-	-	-%	-%		-	
-44.1	700 FD	12%	dortmund	Marcel Sabitzer	shots	o 2.5	'+700	-	'+700	-	-	-	10%	22%	1,2,0,1,0,3,0,1,0,1	游리	88,84,90,90,16
-45.4	900 365	10%	atletico madrid	Jose Maria Gimenez	shots	o 1.5	'+850	-	'+900	750	-	-	-%	-%			
-45.8	900 365	10%	melbourne	Lachlan Bayliss	shots	o 3.5	'+800	-	'+900	-	-	-	-%	-%		-	
-45.8	900 FD	10%	club brugge	Hans Vanaken	shots	o 2.5	'+900	-	'+800	-	-	-	30%	18%	1,4,1,1,3,0,1,0,1,3	-	90,90,90,90,90
-45.8	900 FD	10%	arsenal	Mikel Merino	shots	o 5.5	'+900	-	'+800	-	-	-	-%	-%		-	
-46.3	1200 FD	8%	aston villa	Matty Cash	shots	o 2.5	'+1200	-	'+900	-	-	-	0%	4%	0,0,0,2,0,2,1,0,1,0	-	29,24,69,27,45
-46.3	1200 FD	8%	club brugge	Joel Ordonez	shots	o 1.5	'+1200	-	'+900	-	-	-	10%	6%	0,0,1,0,2,0,0,0,0,0	-	90,90,90,90,62
-47.8	1000 365	9%	club brugge	Chemsdine Talbi	shots	o 3.5	'+850	-	'+1000	-	-	-	10%	3%	0,2,3,2,2,2,2,4,2,1	-	53,58,71,84,62
-49.7	450 365	18%	leeds	Sam Byram	shots	o 1.5	-	-	'+450	-	440/-1430	-	0%	7%	1,0,0,1,0,1,0,0,0,0	-	54,90,25,69,1
-50.5	1100 FD	8%	atletico madrid	Axel Witsel	shots	o 1.5	'+1100	-	'+900	-	-	-	-%	-%			
-51.2	800 FD	11%	aston villa	Ian Maatsen	shots	o 2.5	'+800	-	'+800	-	-	-	0%	3%	0,1,0,0,0,2,0,0,0,1	-	45,13,90,13,82
-53.7	1200 365	8%	melbourne	Harry Politidis	shots	o 4.5	'+950	-	'+1200	-	-	-	-%	-%		-	
-54.6	1000 FD	9%	melbourne	Lachlan Rose	shots	o 4.5	'+1000	-	'+900	-	-	-	-%	-%		-	
-54.6	1000 FD	9%	lille	Thomas Meunier	shots	o 2.5	'+1000	-	'+900	-	-	-	20%	8%	4,3,0,2,2,1,1,0,1,1	游리	90,90,90,90,66
-56.5	2000 365	5%	psv	Guus Til	shots	o 3.5	'+1100	-	'+2000	-	-	-	40%	22%	5,1,0,4,1,6,1,0,0,5	-	62,49,72,90,90
-56.6	950 FD	10%	melbourne	Nathaniel Atkinson	shots	o 3.5	'+950	-	'+900	-	-	-	-%	-%		-	
-56.6	950 FD	10%	atletico madrid	Samuel Lino	shots	o 4.5	'+950	-	'+900	-	-	-	-%	-%		游리	
-56.6	950 FD	10%	atletico madrid	Alexander Sorloth	shots	o 5.5	'+950	-	'+900	-	-	-	-%	-%			
-60.6	1200 FD	8%	dortmund	Emre Can	shots	o 2.5	'+1200	-	'+1000	-	-	-	0%	0%	0,0,0,1,1,0,0,0,1,0	游리	90,90,90,90,90
-60.6	1200 365	8%	aston villa	Morgan Rogers	shots	o 4.5	'+1000	-	'+1200	-	-	-	20%	5%	6,1,3,5,1,0,1,1,0,1	-	77,90,9,90,89
-60.6	1800 365	5%	aston villa	Lucas Digne	shots	o 2.5	'+1100	-	'+1800	-	-	-	0%	2%	2,0,0,0,1,0,0,0,0,0	-	77,77,8,90,90
-60.6	1200 365	8%	aston villa	Leon Bailey	shots	o 4.5	'+1000	-	'+1200	-	-	-	0%	3%	3,2,0,2,2,1,1,1,2,2	-	13,45,90,63,45
-60.6	1200 FD	8%	aston villa	Boubacar Kamara	shots	o 2.5	'+1200	-	'+1000	-	-	-	0%	0%	1,0,0,1,0,1,0,0,0,0	-	90,90,15,27,30
-60.6	1200 FD	8%	psv	Tyrell Malacia	shots	o 1.5	'+1200	-	'+1000	-	-	-	10%	8%	0,0,0,0,0,0,0,1,2,0	-	77,43,90,90,1
-62.1	700 FD	12%	stoke	Hayden Carter	shots_on_target	o 0.5	'+700	-	-	-	540/-3335	-	-%	-%		-	
-63.6	1100 FD	8%	lille	Ismaily	shots	o 2.5	'+1100	-	'+1000	-	-	-	0%	0%	1,0,1,0,1,0,0,0,0,2		17,75,11,76,45
-64.8	1600 365	6%	real madrid	Raul Asencio	shots	o 1.5	'+1100	-	'+1600	-	-	-	0%	0%	0,0,0,0,0,0,0,0,1,0	游리	90,90,45,90,90
-73.1	1200 365	8%	real madrid	Rodrygo	shots	o 4.5	'+1100	-	'+1200	-	-	-	10%	4%	1,3,1,0,3,5,0,1,2,1	游리	90,7,90,90,67
-75.0	2000 365	5%	melbourne	Mark Natta	shots	o 2.5	'+1200	-	'+2000	-	-	-	-%	-%		-	
-75.0	2000 365	5%	melbourne	Daniel Wilmering	shots	o 2.5	'+1200	-	'+2000	-	-	-	-%	-%		-	
-75.0	2000 365	5%	dortmund	Nico Schlotterbeck	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	0%	0,1,1,0,2,2,0,0,1,1	游리	90,90,90,90,90
-75.0	2000 365	5%	atletico madrid	Robin Le Normand	shots	o 2.5	'+1200	-	'+2000	-	-	-	-%	-%		游리	
-75.0	2000 365	5%	atletico madrid	Nahuel Molina	shots	o 2.5	'+1200	-	'+2000	-	-	-	-%	-%			
-75.0	2000 365	5%	real madrid	Ferland Mendy	shots	o 1.5	'+1200	-	'+2000	-	-	-	0%	0%	0,0,0,0,1,0,0,0,0,1	游리	90,90,3,84,90
-75.0	2000 365	5%	atletico madrid	Clement Lenglet	shots	o 2.5	'+1200	-	'+2000	-	-	-	-%	-%		游리	
-75.0	2000 365	5%	atletico madrid	Cesar Azpilicueta	shots	o 2.5	'+1200	-	'+2000	-	-	-	-%	-%			
-75.0	2000 365	5%	aston villa	Tyrone Mings	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	0%	0,0,0,0,0,0,1,0,0,1	-	75,90,58,90,90
-75.0	2000 365	5%	club brugge	Gustaf Nilsson	shots	o 5.5	'+1200	-	'+2000	-	-	-	10%	7%	8,1,5,0,1,0,1,3,0,1	-	5,32,90,6,18
-75.0	2000 365	5%	arsenal	William Saliba	shots	o 2.5	'+1200	-	'+2000	-	-	-	-%	-%		-	
-75.0	2000 365	5%	psv	Ryan Flamingo	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	3%	1,2,0,0,1,0,1,0,1,2	-	90,120,90,45,90
-75.0	2000 365	5%	arsenal	Jurrien Timber	shots	o 2.5	'+1200	-	'+2000	-	-	-	-%	-%		-	
-75.0	2000 365	5%	psv	Jerdy Schouten	shots	o 2.5	'+1200	-	'+2000	-	-	-	0%	0%	1,1,0,0,1,1,0,0,0,2	-	73,71,90,90,90
-77.3	1800 365	5%	dortmund	Julian Ryerson	shots	o 2.5	'+1200	-	'+1800	-	-	-	10%	3%	0,0,0,3,0,0,0,1,0,0	游리	90,90,84,82,28
-77.3	1800 FD	5%	arsenal	Gabriel Magalhaes	shots	o 3.5	'+1800	-	'+1200	-	-	-	-%	-%		-	
-79.7	1600 365	6%	real madrid	Antonio Rudiger	shots	o 2.5	'+1200	-	'+1600	-	-	-	0%	0%	1,1,2,0,0,0,0,0,0,2	游리	90,5,90,90,90
-79.7	1600 FD	6%	club brugge	Christos Tzolis	shots	o 5.5	'+1600	-	'+1200	-	-	-	0%	5%	5,4,3,3,2,3,2,1,2,1	-	45,74,54,90,72
-80.9	1500 FD	6%	aston villa	Marco Asensio	shots	o 5.5	'+1500	-	'+1200	-	-	-	0%	0%	0,0,1,0,4,0,3,0,4,1	-	66,90,23,81,27
-82.1	1400 365	7%	melbourne	Samuel Souprayen	shots	o 2.5	'+1200	-	'+1400	-	-	-	-%	-%		-	
-82.1	1400 365	7%	aston villa	Pau Torres	shots	o 2.5	'+1200	-	'+1400	-	-	-	0%	0%	0,0,1,1,1,0,0,1,1,1	-	90,90,90,90,19
-82.1	1400 365	7%	aston villa	Axel Disasi	shots	o 2.5	'+1200	-	'+1400	-	-	-	10%	5%	0,0,1,4,0,0,0,1,0,0	-	90,90,90,63,90
-82.1	1400 365	7%	club brugge	Ardon Jashari	shots	o 2.5	'+1200	-	'+1400	-	-	-	10%	6%	0,2,1,0,3,0,2,2,1,1	-	90,88,90,90,90
-82.1	1400 365	7%	psv	Noa Lang	shots	o 3.5	'+1200	-	'+1400	-	-	-	30%	12%	2,2,0,5,1,1,6,3,2,5	-	28,114,72,90,66
-83.3	1300 FD	7%	atletico madrid	Julian Alvarez	shots	o 5.5	'+1300	-	'+1200	-	-	-	-%	-%		游리	
-83.3	1300 FD	7%	club brugge	Ferran Jutgla	shots	o 4.5	'+1300	-	'+1200	-	-	-	0%	0%	0,3,1,2,3,2,3,3,1,4	-	85,88,90,84,90
-84.5	1200 FD	8%	lille	Bafode Diakite	shots	o 2.5	'+1200	-	'+1200	-	-	-	0%	0%	0,0,0,0,1,2,0,0,0,0	游리	90,90,90,90,90
-84.5	1200 FD	8%	club brugge	Maxim De Cuyper	shots	o 2.5	'+1200	-	'+1200	-	-	-	0%	5%	1,1,0,2,1,0,0,0,1,0	-	90,90,90,90,90
-84.5	1200 FD	8%	club brugge	Brandon Mechele	shots	o 1.5	'+1200	-	'+1200	-	-	-	0%	5%	0,0,1,0,0,0,0,0,1,0	-	90,90,90,90,90
-95.3	1400 365	7%	real madrid	Jude Bellingham	shots	o 4.5	'+1300	-	'+1400	-	-	-	20%	7%	1,3,1,5,5,3,0,1,4,0		90,38,90,90,85
